"Genus","Interval","Interval_Top","Ex","Or","ExClass","OrClass","richness","occupancy","Single_occurrence","continents","endemic","MaxLat","MinLat","MinLatRel","MaxLatRel","LatRange","LatRangeRel","AbsLatRange","MeanAbsLat","MeanDepth","MaxDepth","MinDepth","DepthRange","Age","gcd","Order","Family","Pedicle.state","Median.Comm.Rich","Mean.Loc.Depth","MaxLatRange.ever","Prop.Cratonic","North.Hemisphere","Prop.North","PropTrunc","Num_Intervals","IH Spec. Richness","GH Spec. Richness","IH.Num.Inhabitable","GH.Num.Inhabitable","cooling.latrange","cooling.start.latrange","warming.latrange","warming.start.latrange","IH.MaxTemp","IH.MinTemp","IH.TempRange","GH.MaxTemp","GH.MinTemp","GH.TempRange"
"Aberia",10,446.3,0,0,"survive","holdover",1,1,1,1,1,70,66,-70,-66,0,4,4,68,3.5,4,3,1,2.19999999999999,10,"Orthida","Rhactorthidae",-Inf,12,3.75,4,0,0,0,0,9,0,0,0,0,0,4,0,24,0.1,0.1,2.1,7.3,7.3,4.716666667
"Aberia",11,446,0,0,"survive","holdover",1,1,1,1,1,70,66,-70,-66,0,4,4,68,3.5,4,3,1,2.5,10,"Orthida","Rhactorthidae",-Inf,12,3.75,4,0,0,0,0,9,0,0,0,0,0,4,0,24,0.1,0.1,2.1,7.3,7.3,4.716666667
"Aberia",12,445.6,1,0,"extinct","holdover",1,1,1,1,1,70,66,-70,-66,0,4,4,68,3.5,4,3,1,2.89999999999998,10,"Orthida","Rhactorthidae",-Inf,12,3.75,4,0,0,0,1,9,0,0,0,0,0,4,0,24,0.1,0.1,2.1,7.3,7.3,4.716666667
"Aberia",4,448.5,0,1,"survive","origination",1,1,1,1,1,70,66,-70,-66,0,4,4,68,3.5,4,3,1,0,10,"Orthida","Rhactorthidae",-Inf,12,3.75,4,0,0,0,0,9,0,0,0,0,0,4,0,24,0.1,0.1,2.1,7.3,7.3,4.716666667
"Aberia",5,448,0,0,"survive","holdover",1,1,1,1,1,70,66,-70,-66,0,4,4,68,3.5,4,3,1,0.5,10,"Orthida","Rhactorthidae",-Inf,12,3.75,4,0,0,0,0,9,0,0,0,0,0,4,0,24,0.1,0.1,2.1,7.3,7.3,4.716666667
"Aberia",6,447.5,0,0,"survive","holdover",1,1,1,1,1,70,66,-70,-66,0,4,4,68,3.5,4,3,1,1,10,"Orthida","Rhactorthidae",-Inf,12,3.75,4,0,0,0,0,9,0,0,0,0,0,4,0,24,0.1,0.1,2.1,7.3,7.3,4.716666667
"Aberia",7,447.2,0,0,"survive","holdover",1,1,1,1,1,70,66,-70,-66,0,4,4,68,3.5,4,3,1,1.30000000000001,10,"Orthida","Rhactorthidae",-Inf,12,3.75,4,0,0,0,0,9,0,0,0,0,0,4,0,24,0.1,0.1,2.1,7.3,7.3,4.716666667
"Aberia",8,446.8,0,0,"survive","holdover",1,1,1,1,1,70,66,-70,-66,0,4,4,68,3.5,4,3,1,1.69999999999999,10,"Orthida","Rhactorthidae",-Inf,12,3.75,4,0,0,0,0,9,0,0,0,0,0,4,0,24,0.1,0.1,2.1,7.3,7.3,4.716666667
"Aberia",9,446.5,0,0,"survive","holdover",1,1,1,1,1,70,66,-70,-66,0,4,4,68,3.5,4,3,1,2,10,"Orthida","Rhactorthidae",-Inf,12,3.75,4,0,0,0,0,9,0,0,0,0,0,4,0,24,0.1,0.1,2.1,7.3,7.3,4.716666667
"Acculina",1,457,0,1,"survive","origination",1,1,1,1,1,10,6,-10,-6,0,4,4,8,3.5,5,2,3,0,10,"Strophomenida","Leptellinidae",-Inf,52,3.74038461538462,4,0,0,0,0,2,0,0,0,0,0,6,0,4,27.08333333,27.08333333,2.33333333,31.76666667,31.76666667,2.61666667
"Acculina",2,453,1,0,"extinct","holdover",1,1,1,1,1,10,6,-10,-6,0,4,4,8,3.5,5,2,3,4,10,"Strophomenida","Leptellinidae",-Inf,51,3.74509803921569,4,0,0,0,0,2,0,0,0,0,0,6,0,4,27.08333333,27.08333333,2.33333333,31.76666667,31.76666667,2.61666667
"Actinomena",1,457,0,1,"survive","origination",2,1,0,1,1,39,35,-39,-35,4,4,4,37,4,5,3,2,0,276.189639207832,"Strophomenida","Strophomenidae",-Inf,14,3.53125,4,0.5,0,0,0,9,2,2,1,1,2,4,24,4,14.5625,14.5625,12.275,19.89583333,19.89583333,11.60833333
"Actinomena",10,446.3,0,0,"survive","holdover",1,1,1,1,1,42,38,-42,-38,0,4,4,40,4,5,3,2,10.7,10,"Strophomenida","Strophomenidae",-Inf,38,4.13157894736842,4,0,0,0,0,9,1,1,1,1,1,4,19,4,10.991666667,10.991666667,9.591666667,16.99166667,16.99166667,9.59166667
"Actinomena",11,446,0,0,"survive","holdover",1,1,1,1,1,42,38,-42,-38,0,4,4,40,4,5,3,2,11,10,"Strophomenida","Strophomenidae",-Inf,38,4.13157894736842,4,0,0,0,0,9,1,1,1,1,1,4,19,4,10.991666667,10.991666667,9.591666667,16.99166667,16.99166667,9.59166667
"Actinomena",12,445.6,1,0,"extinct","holdover",1,1,1,1,1,42,38,-42,-38,0,4,4,40,4,5,3,2,11.4,10,"Strophomenida","Strophomenidae",-Inf,38,4.13157894736842,4,0,0,0,0,9,1,1,1,1,1,4,19,4,10.991666667,10.991666667,9.591666667,16.99166667,16.99166667,9.59166667
"Actinomena",3,449,0,0,"survive","holdover",1,1,0,1,1,35,31,-35,-31,4,4,4,33,4,5,3,2,8,10,"Strophomenida","Strophomenidae",-Inf,9,3.88888888888889,4,0,0,0,1,9,1,1,1,1,7,4,6,4,20.2125,20.2125,12.775,24.47916667,24.47916667,11.70833334
"Actinomena",6,447.5,0,0,"survive","holdover",1,1,1,1,1,42,38,-42,-38,0,4,4,40,4,5,3,2,9.5,10,"Strophomenida","Strophomenidae",-Inf,51,4,4,0,0,0,0,9,1,1,1,1,1,4,19,4,10.991666667,10.991666667,9.591666667,16.99166667,16.99166667,9.59166667
"Actinomena",7,447.2,0,0,"survive","holdover",2,3,0,2,0,42,19,-42,-19,23,23,23,30,4,5,3,2,9.80000000000001,4684.79378746623,"Strophomenida","Strophomenidae",-Inf,66,3.99431818181818,23,0,0,0,0,9,2,1,2,1,26,23,19,23,26.25,10.991666667,9.591666667,28.78333333,16.99166667,9.59166667
"Actinomena",8,446.8,0,0,"survive","holdover",2,3,0,2,0,42,19,-42,-19,23,23,23,30,4,5,3,2,10.2,4684.79378746623,"Strophomenida","Strophomenidae",-Inf,66,3.99431818181818,23,0,0,0,0,9,2,1,2,1,26,23,19,23,26.25,10.991666667,9.591666667,28.78333333,16.99166667,9.59166667
"Actinomena",9,446.5,0,0,"survive","holdover",2,3,0,2,0,42,19,-42,-19,23,23,23,30,4,5,3,2,10.5,4684.79378746623,"Strophomenida","Strophomenidae",-Inf,66,3.99431818181818,23,0,0,0,0,9,2,1,2,1,26,23,19,23,26.25,10.991666667,9.591666667,28.78333333,16.99166667,9.59166667
"Aegiria",1,457,0,1,"survive","origination",3,2,0,2,0,81,2,-81,8,89,89,79,30,4,5,3,2,0,6632.9872292221,"Strophomenida","Xenambonitidae",-Inf,17,4.05138607167005,79,0.666666666666667,1,0.666666666666667,0.666666666666667,21,0,0,0,0,0,79,0,79,26.96666667,-0.3375,2.93333333,31.76666667,4.395833333,4.53333333
"Aegiria",10,446.3,0,0,"survive","holdover",2,5,0,2,0,82,4,-82,8,90,90,78,42,4,5,3,2,10.7,6344.34179010011,"Strophomenida","Xenambonitidae",-Inf,23,3.81052631578947,78,0.333333333333333,1,0.333333333333333,0,21,1,1,1,1,1,78,19,78,26.96666667,-0.3,9.591666667,31.76666667,4.25,9.59166667
"Aegiria",11,446,0,0,"survive","holdover",2,5,0,2,0,82,4,-82,8,90,90,78,42,4,5,3,2,11,6344.34179010011,"Strophomenida","Xenambonitidae",-Inf,23,3.81052631578947,78,0.333333333333333,1,0.333333333333333,0,21,1,1,1,1,1,78,19,78,26.96666667,-0.3,9.591666667,31.76666667,4.25,9.59166667
"Aegiria",12,445.6,0,0,"survive","holdover",2,5,0,2,0,82,4,-82,8,90,90,78,42,4,5,3,2,11.4,6344.34179010011,"Strophomenida","Xenambonitidae",-Inf,23,3.81052631578947,78,0.333333333333333,1,0.333333333333333,0.666666666666667,21,1,1,1,1,1,78,19,78,26.96666667,-0.3,9.591666667,31.76666667,4.25,9.59166667
"Aegiria",13,444.6,0,0,"survive","holdover",1,1,1,1,1,10,6,6,10,0,4,4,8,4,5,3,2,12.4,10,"Strophomenida","Xenambonitidae",-Inf,7,3.57142857142857,4,1,1,1,0,21,0,0,0,0,0,6,0,4,27.08333333,27.08333333,2.33333333,31.76666667,31.76666667,2.61666667
"Aegiria",14,443.7,0,0,"survive","holdover",1,1,1,1,1,10,6,6,10,0,4,4,8,4,5,3,2,13.3,10,"Strophomenida","Xenambonitidae",-Inf,27,3.40740740740741,4,1,1,1,1,21,0,0,0,0,0,6,0,4,27.08333333,27.08333333,2.33333333,31.76666667,31.76666667,2.61666667
"Aegiria",15,442.1,0,0,"survive","holdover",1,1,1,1,1,27,23,-27,-23,0,4,4,25,4,5,3,2,14.9,10,"Strophomenida","Xenambonitidae",-Inf,49,3.85714285714286,4,0,0,0,0,21,1,0,1,0,22,4,0,4,25.15416667,25.15416667,6.29166667,28.22083333,28.22083333,5.75833333
"Aegiria",16,440.5,0,0,"survive","holdover",1,1,1,1,1,27,23,-27,-23,0,4,4,25,4,5,3,2,16.5,10,"Strophomenida","Xenambonitidae",-Inf,29,3.87931034482759,4,0,0,0,0,21,1,0,1,0,22,4,0,4,25.15416667,25.15416667,6.29166667,28.22083333,28.22083333,5.75833333
"Aegiria",17,439,0,0,"survive","holdover",2,2,0,1,1,34,23,-34,-23,11,11,11,28,4,5,3,2,18,776.487109083746,"Strophomenida","Xenambonitidae",-Inf,24.5,4.01388888888889,11,0,0,0,0,21,2,1,1,1,31,11,3,11,25.15416667,21.625,12.4,28.22083333,25.625,11.33333333
"Aegiria",18,438,0,0,"survive","holdover",3,4,0,4,0,27,11,-27,16,43,43,16,18,4,5,3,2,19,7147.15462743593,"Strophomenida","Xenambonitidae",-Inf,16,3.57017879948914,16,0.5,1,0.5,0,21,1,0,1,0,22,16,0,16,27.25,25.15416667,6.29166667,30.71666667,28.22083333,5.75833333
"Aegiria",19,437,0,0,"survive","holdover",2,2,0,2,0,16,11,11,16,5,5,5,14,4,5,3,2,20,3758.28086303071,"Strophomenida","Xenambonitidae",-Inf,3.5,3.675,5,1,1,1,0,21,0,0,0,0,0,5,0,5,27.25,27.21666667,1.43333333,30.71666667,30.35,2.01666667
"Aegiria",2,453,0,0,"survive","holdover",1,1,1,1,1,81,77,-81,-77,0,4,4,79,4,5,3,2,4,10,"Strophomenida","Xenambonitidae",-Inf,1,4,4,0,0,0,0,21,0,0,0,0,0,4,0,4,-0.3375,-0.3375,1.6625,4.395833333,4.395833333,3.858333333
"Aegiria",20,436,0,0,"survive","holdover",3,3,0,3,0,16,0,-4,16,20,20,16,10,4,5,3,2,21,3758.28086303071,"Strophomenida","Xenambonitidae",-Inf,5,3.61666666666667,16,0.666666666666667,1,0.666666666666667,0,21,1,0,1,0,7,16,0,16,27.25,26.73333333,3.23333333,30.71666667,30.33333333,4.83333333
"Aegiria",21,433.4,0,0,"survive","holdover",3,3,0,2,0,15,0,-4,15,19,19,15,7,4,5,3,2,23.6,1244.15183698578,"Strophomenida","Xenambonitidae",-Inf,2.5,3.71590909090909,15,0.75,1,0.75,0,21,1,0,1,0,7,15,0,16,27.25,26.73333333,3.23333333,31.70833333,30.33333333,4.83333333
"Aegiria",22,430.8,0,0,"survive","holdover",3,2,0,1,1,15,5,5,15,10,10,10,9,4,5,3,2,26.2,462.582060558568,"Strophomenida","Xenambonitidae",-Inf,2,3.78787878787879,10,1,1,1,0,21,0,0,0,0,0,10,0,11,27.25,27.025,2.48333333,31.70833333,30.71666667,3.16666666
"Aegiria",23,428.2,1,0,"extinct","holdover",3,2,0,1,1,15,5,5,15,10,10,10,9,4,5,3,2,28.8,462.582060558568,"Strophomenida","Xenambonitidae",-Inf,2,3.76190476190476,10,1,1,1,0,21,0,0,0,0,0,10,0,11,27.25,27.025,2.48333333,31.70833333,30.71666667,3.16666666
"Aegiria",3,449,0,0,"survive","holdover",2,2,0,1,1,85,77,-85,-77,8,8,8,81,4,5,3,2,8,497.763280617954,"Strophomenida","Xenambonitidae",-Inf,10,3.84210526315789,8,0,0,0,1,21,0,0,0,0,0,8,0,15,-0.1875,-0.3375,1.8125,4.395833333,3.8625,4.008333333
"Aegiria",6,447.5,0,0,"survive","holdover",1,1,1,1,1,42,38,-42,-38,0,4,4,40,4,5,3,2,9.5,10,"Strophomenida","Xenambonitidae",-Inf,51,4,4,0,0,0,0,21,1,1,1,1,1,4,19,4,10.991666667,10.991666667,9.591666667,16.99166667,16.99166667,9.59166667
"Aegiria",7,447.2,0,0,"survive","holdover",1,1,1,1,1,42,38,-42,-38,0,4,4,40,4,5,3,2,9.80000000000001,10,"Strophomenida","Xenambonitidae",-Inf,44,4.10227272727273,4,0,0,0,0,21,1,1,1,1,1,4,19,4,10.991666667,10.991666667,9.591666667,16.99166667,16.99166667,9.59166667
"Aegiria",8,446.8,0,0,"survive","holdover",1,1,1,1,1,42,38,-42,-38,0,4,4,40,4,5,3,2,10.2,10,"Strophomenida","Xenambonitidae",-Inf,44,4.10227272727273,4,0,0,0,0,21,1,1,1,1,1,4,19,4,10.991666667,10.991666667,9.591666667,16.99166667,16.99166667,9.59166667
"Aegiria",9,446.5,0,0,"survive","holdover",1,1,1,1,1,42,38,-42,-38,0,4,4,40,4,5,3,2,10.5,10,"Strophomenida","Xenambonitidae",-Inf,44,4.10227272727273,4,0,0,0,0,21,1,1,1,1,1,4,19,4,10.991666667,10.991666667,9.591666667,16.99166667,16.99166667,9.59166667
"Aegiromena",1,457,0,1,"survive","origination",5,6,0,1,1,88,27,-88,-27,61,61,61,65,3.5,4,3,1,0,6221.99294976483,"Strophomenida","Xenambonitidae",-Inf,12,3.45263157894737,61,0,0,0,0.166666666666667,14,1,0,1,0,9,61,0,63,23.1375,-0.2875,8.55,26.7375,3.575,7.88333333
"Aegiromena",10,446.3,0,0,"survive","holdover",3,2,0,2,0,68,40,-68,-40,28,28,28,58,3.5,4,3,1,10.7,3875.61526741974,"Strophomenida","Xenambonitidae",-Inf,16,3.68333333333333,28,0,0,0,0,14,1,1,1,1,1,28,22,50,10.833333333,0.275,9.866666666,16.83333333,7.741666667,9.86666666
"Aegiromena",11,446,0,0,"survive","holdover",3,2,0,2,0,68,40,-68,-40,28,28,28,58,3.5,4,3,1,11,3875.61526741974,"Strophomenida","Xenambonitidae",-Inf,16,3.68333333333333,28,0,0,0,0,14,1,1,1,1,1,28,22,50,10.833333333,0.275,9.866666666,16.83333333,7.741666667,9.86666666
"Aegiromena",12,445.6,0,0,"survive","holdover",3,2,0,2,0,68,40,-68,-40,28,28,28,58,3.5,4,3,1,11.4,3875.61526741974,"Strophomenida","Xenambonitidae",-Inf,16,3.68333333333333,28,0,0,0,0.333333333333333,14,1,1,1,1,1,28,22,50,10.833333333,0.275,9.866666666,16.83333333,7.741666667,9.86666666
"Aegiromena",13,444.6,0,0,"survive","holdover",1,1,1,1,1,21,17,17,21,0,4,4,19,3.5,4,3,1,12.4,10,"Strophomenida","Xenambonitidae",-Inf,6,3.41666666666667,4,0,1,1,0,14,1,0,1,0,2,4,0,4,26.75,26.75,3.3125,29.01666667,29.01666667,2.77916667
"Aegiromena",14,443.7,1,0,"extinct","holdover",3,5,0,3,0,41,1,-41,21,62,62,40,15,3.5,4,3,1,13.3,9694.98927508094,"Strophomenida","Xenambonitidae",-Inf,14,3.55432098765432,40,0.5,1,0.833333333333333,1,14,2,1,2,1,21,35,20,35,27.25,11.7375,10.120833333,31.76666667,17.60416667,9.9875
"Aegiromena",2,453,0,0,"survive","holdover",6,6,0,1,1,83,27,-83,-27,56,56,56,66,3.5,4,3,1,4,6221.99294976483,"Strophomenida","Xenambonitidae",-Inf,11,3.52695049311591,56,0,0,0,0,14,1,0,1,0,9,56,0,63,23.1375,-0.3375,8.55,26.7375,4.104166667,7.88333333
"Aegiromena",3,449,0,0,"survive","holdover",5,7,0,1,1,89,57,-89,-57,32,32,32,78,3.5,4,3,1,8,2532.30716531378,"Strophomenida","Xenambonitidae",-Inf,9,3.51237468671679,32,0,0,0,0.833333333333333,14,2,0,1,0,2,31,0,33,1.0375,-0.3375,3.0375,9.8375,4.104166667,10.666666667
"Aegiromena",4,448.5,0,0,"survive","holdover",2,3,0,1,1,88,38,-88,-38,50,50,50,63,3.5,4,3,1,8.5,3326.66464110308,"Strophomenida","Xenambonitidae",-Inf,10.5,3.578125,50,0,0,0,0,14,1,1,1,1,1,50,19,50,10.991666667,-0.075,9.591666667,16.99166667,3.575,9.59166667
"Aegiromena",5,448,0,0,"survive","holdover",3,4,0,1,1,88,38,-88,-38,50,50,50,67,3.5,4,3,1,9,3326.66464110308,"Strophomenida","Xenambonitidae",-Inf,5,3.55208333333333,50,0,0,0,0,14,1,1,1,1,1,50,19,50,10.991666667,-0.275,9.591666667,16.99166667,3.575,9.59166667
"Aegiromena",6,447.5,0,0,"survive","holdover",3,4,0,1,1,88,38,-88,-38,50,50,50,67,3.5,4,3,1,9.5,3326.66464110308,"Strophomenida","Xenambonitidae",-Inf,5,3.66666666666667,50,0,0,0,0.333333333333333,14,1,1,1,1,1,50,19,50,10.991666667,-0.275,9.591666667,16.99166667,3.575,9.59166667
"Aegiromena",7,447.2,0,0,"survive","holdover",1,1,1,1,1,42,38,-42,-38,0,4,4,40,3.5,4,3,1,9.80000000000001,10,"Strophomenida","Xenambonitidae",-Inf,44,4.10227272727273,4,0,0,0,0,14,1,1,1,1,1,4,19,4,10.991666667,10.991666667,9.591666667,16.99166667,16.99166667,9.59166667
"Aegiromena",8,446.8,0,0,"survive","holdover",1,1,1,1,1,42,38,-42,-38,0,4,4,40,3.5,4,3,1,10.2,10,"Strophomenida","Xenambonitidae",-Inf,44,4.10227272727273,4,0,0,0,0,14,1,1,1,1,1,4,19,4,10.991666667,10.991666667,9.591666667,16.99166667,16.99166667,9.59166667
"Aegiromena",9,446.5,0,0,"survive","holdover",1,1,1,1,1,42,38,-42,-38,0,4,4,40,3.5,4,3,1,10.5,10,"Strophomenida","Xenambonitidae",-Inf,44,4.10227272727273,4,0,0,0,0,14,1,1,1,1,1,4,19,4,10.991666667,10.991666667,9.591666667,16.99166667,16.99166667,9.59166667
"Aenigmastricklandia",18,438,0,1,"survive","origination",1,1,1,1,1,34,30,-34,-30,0,4,4,32,3,3,3,0,0,10,"Pentamerida","Stricklandiidae",-Inf,2,3.75,4,0,0,0,0,3,1,1,1,1,9,4,3,4,21.625,21.625,12.4,25.625,25.625,11.33333333
"Aenigmastricklandia",19,437,0,0,"survive","holdover",1,1,1,1,1,34,30,-34,-30,0,4,4,32,3,3,3,0,1,10,"Pentamerida","Stricklandiidae",-Inf,2,3.75,4,0,0,0,0,3,1,1,1,1,9,4,3,4,21.625,21.625,12.4,25.625,25.625,11.33333333
"Aenigmastricklandia",20,436,1,0,"extinct","holdover",1,1,1,1,1,34,30,-34,-30,0,4,4,32,3,3,3,0,2,10,"Pentamerida","Stricklandiidae",-Inf,2,3.75,4,0,0,0,0,3,1,1,1,1,9,4,3,4,21.625,21.625,12.4,25.625,25.625,11.33333333
"Alaella",1,457,1,1,"extinct","origination",1,1,1,1,1,13,9,9,13,0,4,4,11,4.5,5,4,1,0,10,"Orthida","Orthidae",-Inf,46,4.14130434782609,4,0,1,1,1,1,0,0,0,0,0,4,0,4,27.18333333,27.18333333,1.80833333,31.425,31.425,2.34166667
"Alaskospira",23,428.2,1,1,"extinct","origination",1,1,1,1,1,14,10,-14,-10,0,4,4,12,3.5,4,3,1,0,10,"Spiriferida","Reticulariidae",-Inf,32,3.65625,4,1,0,0,0,1,0,0,0,0,0,4,0,4,27.21666667,27.21666667,1.63333334,31.08333333,31.08333333,2.16666666
"Alispira",15,442.1,0,1,"survive","origination",2,2,0,2,0,16,4,4,16,12,12,12,10,2.5,3,2,1,0,4181.81688681806,"Atrypida","Atrypinidae",-Inf,4,3.125,12,1,1,1,0,10,0,0,0,0,0,12,0,10,27.21666667,26.96666667,2.63333334,31.76666667,30.35,3.83333334
"Alispira",16,440.5,0,0,"survive","holdover",1,1,1,1,1,16,12,12,16,0,4,4,14,2.5,3,2,1,1.60000000000002,10,"Atrypida","Atrypinidae",-Inf,6,3.25,4,1,1,1,0,10,0,0,0,0,0,4,0,2,27.21666667,27.21666667,1.16666667,30.35,30.35,2.01666667
"Alispira",17,439,0,0,"survive","holdover",1,2,0,2,0,6,0,0,6,6,6,6,3,2.5,3,2,1,3.10000000000002,2076.79586956465,"Atrypida","Atrypidae",-Inf,3.5,3.075,6,0.5,1,1,0,10,2,1,3,1,24,29,4,29,27.21666667,24.14583333,6.94166666,31.25,27.47916667,6.47916666
"Alispira",17,439,0,0,"survive","holdover",3,5,0,4,0,29,0,-25,29,54,54,29,16,2.5,3,2,1,3.10000000000002,7613.48362370977,"Atrypida","Atrypinidae",-Inf,10,3.32356725146199,29,0.6,1,0.4,0,10,2,1,3,1,24,29,4,29,27.21666667,24.14583333,6.94166666,31.25,27.47916667,6.47916666
"Alispira",18,438,0,0,"survive","holdover",1,1,1,1,1,6,2,2,6,0,4,4,4,2.5,3,2,1,4.10000000000002,10,"Atrypida","Atrypidae",-Inf,3,3,4,1,1,1,0,10,0,0,0,0,0,12,0,12,27.21666667,26.85,2.93333333,31.25,31.08333333,4.53333333
"Alispira",18,438,0,0,"survive","holdover",1,1,1,1,1,14,10,-14,-10,0,4,4,12,2.5,3,2,1,4.10000000000002,10,"Atrypida","Atrypinidae",-Inf,3,3.16666666666667,4,1,0,0,0,10,0,0,0,0,0,12,0,12,27.21666667,26.85,2.93333333,31.25,31.08333333,4.53333333
"Alispira",19,437,0,0,"survive","holdover",1,1,1,1,1,14,10,-14,-10,0,4,4,12,2.5,3,2,1,5.10000000000002,10,"Atrypida","Atrypinidae",-Inf,4,3.125,4,1,0,0,0,10,0,0,0,0,0,12,0,12,27.21666667,26.85,2.93333333,31.25,31.08333333,4.53333333
"Alispira",19,437,0,0,"survive","holdover",1,1,1,1,1,6,2,2,6,0,4,4,4,2.5,3,2,1,5.10000000000002,10,"Atrypida","Atrypidae",-Inf,2,2.75,4,1,1,1,0,10,0,0,0,0,0,12,0,12,27.21666667,26.85,2.93333333,31.25,31.08333333,4.53333333
"Alispira",20,436,0,0,"survive","holdover",1,1,1,1,1,6,2,2,6,0,4,4,4,2.5,3,2,1,6.10000000000002,10,"Atrypida","Atrypidae",-Inf,2,2.75,4,1,1,1,0,10,0,0,0,0,0,4,0,4,26.85,26.85,2.93333333,31.25,31.25,4.53333333
"Alispira",21,433.4,1,0,"extinct","holdover",1,1,1,1,1,3,0,-3,1,0,4,3,1,2.5,3,2,1,8.70000000000005,10,"Atrypida","Atrypinidae",-Inf,8,3.5,3,0,1,0,0,10,1,0,1,0,3,2,0,2,26.675,26.675,2.96666667,29.875,29.875,3.76666667
"Altaethyrella",10,446.3,0,0,"survive","holdover",5,5,0,3,0,14,0,-7,14,21,21,14,6,2.5,3,2,1,2.69999999999999,1207.70754780193,"Rhynchonellida","Ancistrorhynchidae",-Inf,13.5,3.18578431372549,14,0.5,1,0.666666666666667,0,12,1,0,1,0,6,16,0,14,27.21666667,26.61666667,3.11666667,31.76666667,29.41666667,4.38333333
"Altaethyrella",11,446,0,0,"survive","holdover",5,5,0,3,0,14,0,-7,14,21,21,14,6,2.5,3,2,1,3,1207.70754780193,"Rhynchonellida","Ancistrorhynchidae",-Inf,13.5,3.18578431372549,14,0.5,1,0.666666666666667,0,12,1,0,1,0,6,16,0,14,27.21666667,26.61666667,3.11666667,31.76666667,29.41666667,4.38333333
"Altaethyrella",12,445.6,0,0,"survive","holdover",5,5,0,3,0,14,0,-7,14,21,21,14,6,2.5,3,2,1,3.39999999999998,1207.70754780193,"Rhynchonellida","Ancistrorhynchidae",-Inf,13.5,3.18578431372549,14,0.5,1,0.666666666666667,0.333333333333333,12,1,0,1,0,6,16,0,14,27.21666667,26.61666667,3.11666667,31.76666667,29.41666667,4.38333333
"Altaethyrella",13,444.6,0,0,"survive","holdover",1,1,1,1,1,12,8,-12,-8,0,4,4,10,2.5,3,2,1,4.39999999999998,10,"Rhynchonellida","Ancistrorhynchidae",-Inf,4,3.25,4,0,0,0,0,12,0,0,0,0,0,5,0,4,27.15,27.15,1.98333333,31.76666667,31.76666667,2.51666667
"Altaethyrella",14,443.7,1,0,"extinct","holdover",1,1,1,1,1,12,8,-12,-8,0,4,4,10,2.5,3,2,1,5.30000000000001,10,"Rhynchonellida","Ancistrorhynchidae",-Inf,4,3.25,4,0,0,0,1,12,0,0,0,0,0,5,0,4,27.15,27.15,1.98333333,31.76666667,31.76666667,2.51666667
"Altaethyrella",3,449,0,1,"survive","origination",2,2,0,2,0,16,6,-16,-6,10,10,10,10,2.5,3,2,1,0,630.828165875716,"Rhynchonellida","Ancistrorhynchidae",-Inf,81,3.51598607154163,10,0,0,0,1,12,0,0,0,0,0,10,0,8,27.21666667,27.08333333,2.33333333,31.76666667,30.35,2.61666667
"Altaethyrella",4,448.5,0,0,"survive","holdover",1,1,1,1,1,11,7,-11,-7,0,4,4,9,2.5,3,2,1,0.5,10,"Rhynchonellida","Ancistrorhynchidae",-Inf,24,3.64583333333333,4,0,0,0,0,12,0,0,0,0,0,2,0,4,27.11666667,27.11666667,2.15833334,31.70833333,31.70833333,2.29166666
"Altaethyrella",5,448,0,0,"survive","holdover",1,1,1,1,1,11,7,-11,-7,0,4,4,9,2.5,3,2,1,1,10,"Rhynchonellida","Ancistrorhynchidae",-Inf,24,3.64583333333333,4,0,0,0,0,12,0,0,0,0,0,2,0,4,27.11666667,27.11666667,2.15833334,31.70833333,31.70833333,2.29166666
"Altaethyrella",6,447.5,0,0,"survive","holdover",2,4,0,3,0,11,0,-11,11,22,22,11,6,2.5,3,2,1,1.5,1291.88308560927,"Rhynchonellida","Ancistrorhynchidae",-Inf,14,3.27480158730159,11,0.333333333333333,1,0.666666666666667,0,12,1,0,1,0,6,11,0,11,27.11666667,26.61666667,3.11666667,31.70833333,29.41666667,3.91666667
"Altaethyrella",7,447.2,0,0,"survive","holdover",1,3,0,2,0,11,0,-2,11,13,13,11,4,2.5,3,2,1,1.80000000000001,980.703030136007,"Rhynchonellida","Ancistrorhynchidae",-Inf,7,3.07692307692308,11,0.5,1,1,0,12,1,0,1,0,6,11,0,11,27.11666667,26.61666667,3.11666667,31.70833333,29.41666667,3.91666667
"Altaethyrella",8,446.8,0,0,"survive","holdover",1,3,0,2,0,11,0,-2,11,13,13,11,4,2.5,3,2,1,2.19999999999999,980.703030136007,"Rhynchonellida","Ancistrorhynchidae",-Inf,7,3.07692307692308,11,0.5,1,1,0,12,1,0,1,0,6,11,0,11,27.11666667,26.61666667,3.11666667,31.70833333,29.41666667,3.91666667
"Altaethyrella",9,446.5,0,0,"survive","holdover",1,3,0,2,0,11,0,-2,11,13,13,11,4,2.5,3,2,1,2.5,980.703030136007,"Rhynchonellida","Ancistrorhynchidae",-Inf,3,3.05,11,0.5,1,1,0,12,1,0,1,0,6,11,0,11,27.11666667,26.61666667,3.11666667,31.70833333,29.41666667,3.91666667
"Alwynella",1,457,1,1,"extinct","origination",2,1,0,1,1,35,31,-35,-31,4,4,4,33,4.5,5,4,1,0,10,"Strophomenida","Alwynellidae",-Inf,10,4.15,4,0,0,0,0,1,2,2,1,1,7,4,6,4,20.2125,20.2125,12.775,24.47916667,24.47916667,11.70833334
