"Genus","Interval","Interval_Top","Ex","Or","ExClass","OrClass","richness","occupancy","Single_occurrence","continents","endemic","MaxLat","MinLat","MinLatRel","MaxLatRel","LatRange","LatRangeRel","AbsLatRange","MeanAbsLat","MeanDepth","MaxDepth","MinDepth","DepthRange","Age","gcd","Order","Family","Pedicle.state","Median.Comm.Rich","Mean.Loc.Depth","MaxLatRange.ever","Prop.Cratonic","North.Hemisphere","Prop.North","PropTrunc","Num_Intervals","IH Spec. Richness","GH Spec. Richness","IH.Num.Inhabitable","GH.Num.Inhabitable","cooling.latrange","cooling.start.latrange","warming.latrange","warming.start.latrange","IH.MaxTemp","IH.MinTemp","IH.TempRange","GH.MaxTemp","GH.MinTemp","GH.TempRange"
"Craigella",3,449,0,1,"survive","origination",1,1,1,1,1,23,19,-23,-19,0,4,4,21,4.5,5,4,1,0,10,"Billingsellida","Triplesiidae",-Inf,71,3.87323943661972,4,0,0,0,1,4,1,0,1,0,8,4,0,4,26.25,26.25,4.07083333,28.78333333,28.78333333,3.5375
"Craigella",7,447.2,0,0,"survive","holdover",1,1,1,1,1,23,19,-23,-19,0,4,4,21,4.5,5,4,1,1.80000000000001,10,"Billingsellida","Triplesiidae",-Inf,88,3.88636363636364,4,0,0,0,0,4,1,0,1,0,8,4,0,4,26.25,26.25,4.07083333,28.78333333,28.78333333,3.5375
"Craigella",8,446.8,0,0,"survive","holdover",1,1,1,1,1,23,19,-23,-19,0,4,4,21,4.5,5,4,1,2.19999999999999,10,"Billingsellida","Triplesiidae",-Inf,88,3.88636363636364,4,0,0,0,0,4,1,0,1,0,8,4,0,4,26.25,26.25,4.07083333,28.78333333,28.78333333,3.5375
"Craigella",9,446.5,1,0,"extinct","holdover",1,1,1,1,1,23,19,-23,-19,0,4,4,21,4.5,5,4,1,2.5,10,"Billingsellida","Triplesiidae",-Inf,88,3.88636363636364,4,0,0,0,0,4,1,0,1,0,8,4,0,4,26.25,26.25,4.07083333,28.78333333,28.78333333,3.5375
"Craspedelia",1,457,0,1,"survive","origination",4,3,0,3,0,23,6,-23,13,36,36,17,15,3.75,5,3,2,0,6538.19404208227,"Strophomenida","Bimuriidae",-Inf,75,3.60817734284349,17,0,1,0.25,0.25,15,2,0,1,0,8,23,0,23,27.18333333,26.25,4.82083333,31.76666667,28.78333333,3.8875
"Craspedelia",1,457,0,1,"survive","origination",1,1,1,1,1,20,16,16,20,0,4,4,18,4.5,5,4,1,0,10,"Orthida","Hesperomenidae",-Inf,23,4.32608695652174,4,0,1,1,0,15,2,0,1,0,8,23,0,23,27.18333333,26.25,4.82083333,31.76666667,28.78333333,3.8875
"Craspedelia",10,446.3,0,0,"survive","holdover",1,3,0,3,0,24,13,13,24,11,11,11,18,4.5,5,4,1,10.7,2788.66140264967,"Strophomenida","Bimuriidae",-Inf,26,4.04458304458304,11,0,1,1,0,15,1,0,1,0,12,11,0,13,27.25,26,4.65,29.98333333,28.66666667,4.11666667
"Craspedelia",11,446,0,0,"survive","holdover",1,3,0,3,0,24,13,13,24,11,11,11,18,4.5,5,4,1,11,2788.66140264967,"Strophomenida","Bimuriidae",-Inf,26,4.04458304458304,11,0,1,1,0,15,1,0,1,0,12,11,0,13,27.25,26,4.65,29.98333333,28.66666667,4.11666667
"Craspedelia",12,445.6,1,0,"extinct","holdover",1,3,0,3,0,24,13,13,24,11,11,11,18,4.5,5,4,1,11.4,2788.66140264967,"Strophomenida","Bimuriidae",-Inf,26,4.04458304458304,11,0,1,1,1,15,1,0,1,0,12,11,0,13,27.25,26,4.65,29.98333333,28.66666667,4.11666667
"Craspedelia",2,453,0,0,"survive","holdover",1,1,1,1,1,20,16,16,20,0,4,4,18,4.5,5,4,1,4,10,"Orthida","Hesperomenidae",-Inf,22,4.29545454545455,4,0,1,1,0,15,1,0,1,0,5,16,0,16,27.21666667,26.5,3.625,31.76666667,28.9,3.09166667
"Craspedelia",2,453,0,0,"survive","holdover",3,4,0,3,0,22,6,-22,-6,16,16,16,14,4.5,5,4,1,4,6587.69325218422,"Strophomenida","Bimuriidae",-Inf,25,3.78169934640523,16,0,0,0,0,15,1,0,1,0,5,16,0,16,27.21666667,26.5,3.625,31.76666667,28.9,3.09166667
"Craspedelia",3,449,0,0,"survive","holdover",2,3,0,3,0,23,8,-23,-8,15,15,15,15,4.5,5,4,1,8,7482.00023142738,"Strophomenida","Bimuriidae",-Inf,26,3.65704717817394,15,0,0,0,1,15,1,0,1,0,8,16,0,14,27.21666667,27,4.82083333,31.76666667,29.13333333,3.8875
"Craspedelia",3,449,0,0,"survive","holdover",1,1,1,1,1,20,16,16,20,0,4,4,18,4.5,5,4,1,8,10,"Orthida","Hesperomenidae",-Inf,22,4.29545454545455,4,0,1,1,1,15,1,0,1,0,8,16,0,14,27.21666667,27,4.82083333,31.76666667,29.13333333,3.8875
"Craspedelia",4,448.5,0,0,"survive","holdover",2,5,0,4,0,24,8,-12,24,36,36,16,16,4.5,5,4,1,8.5,9800.61002730332,"Strophomenida","Bimuriidae",-Inf,17.5,4.00843728343728,16,0,1,0.75,0,15,1,0,1,0,12,17,0,16,27.25,26,4.65,31.76666667,28.66666667,4.11666667
"Craspedelia",5,448,0,0,"survive","holdover",2,5,0,4,0,24,8,-12,24,36,36,16,16,4.5,5,4,1,9,9800.61002730332,"Strophomenida","Bimuriidae",-Inf,17.5,4.00843728343728,16,0,1,0.75,0,15,1,0,1,0,12,17,0,16,27.25,26,4.65,31.76666667,28.66666667,4.11666667
"Craspedelia",6,447.5,0,0,"survive","holdover",2,5,0,4,0,24,8,-12,24,36,36,16,16,4.5,5,4,1,9.5,9800.61002730332,"Strophomenida","Bimuriidae",-Inf,17.5,4.00843728343728,16,0,1,0.75,0,15,1,0,1,0,12,17,0,16,27.25,26,4.65,31.76666667,28.66666667,4.11666667
"Craspedelia",7,447.2,0,0,"survive","holdover",1,3,0,3,0,24,13,13,24,11,11,11,18,4.5,5,4,1,9.80000000000001,2788.66140264967,"Strophomenida","Bimuriidae",-Inf,26,4.04458304458304,11,0,1,1,0,15,1,0,1,0,12,11,0,13,27.25,26,4.65,29.98333333,28.66666667,4.11666667
"Craspedelia",8,446.8,0,0,"survive","holdover",1,3,0,3,0,24,13,13,24,11,11,11,18,4.5,5,4,1,10.2,2788.66140264967,"Strophomenida","Bimuriidae",-Inf,26,4.04458304458304,11,0,1,1,0,15,1,0,1,0,12,11,0,13,27.25,26,4.65,29.98333333,28.66666667,4.11666667
"Craspedelia",9,446.5,0,0,"survive","holdover",1,3,0,3,0,24,13,13,24,11,11,11,18,4.5,5,4,1,10.5,2788.66140264967,"Strophomenida","Bimuriidae",-Inf,26,4.04458304458304,11,0,1,1,0,15,1,0,1,0,12,11,0,13,27.25,26,4.65,29.98333333,28.66666667,4.11666667
"Crassitestella",15,442.1,0,1,"survive","origination",1,1,1,1,1,27,23,-27,-23,0,4,4,25,4,5,3,2,0,10,"Strophomenida","Rafinesquinidae",-Inf,49,3.85714285714286,4,0,0,0,0,3,1,0,1,0,22,4,0,4,25.15416667,25.15416667,6.29166667,28.22083333,28.22083333,5.75833333
"Crassitestella",16,440.5,0,0,"survive","holdover",1,1,1,1,1,27,23,-27,-23,0,4,4,25,4,5,3,2,1.60000000000002,10,"Strophomenida","Rafinesquinidae",-Inf,29,3.87931034482759,4,0,0,0,0,3,1,0,1,0,22,4,0,4,25.15416667,25.15416667,6.29166667,28.22083333,28.22083333,5.75833333
"Crassitestella",17,439,1,0,"extinct","holdover",1,1,1,1,1,20,16,-20,-16,0,4,4,18,4,5,3,2,3.10000000000002,10,"Strophomenida","Rafinesquinidae",-Inf,25,3.86,4,0,0,0,0,3,0,0,0,0,0,4,0,4,27,27,3,29.13333333,29.13333333,2.46666666
"Crassoseptaria",4,448.5,0,1,"survive","origination",1,1,1,1,1,33,29,-33,-29,0,4,4,31,3.5,4,3,1,0,10,"Strophomenida","Strophomenidae",-Inf,8,3.25,4,1,0,0,0,2,1,1,1,1,9,4,2,4,22.12916667,22.12916667,11.11666667,25.99583333,25.99583333,10.18333333
"Crassoseptaria",5,448,1,0,"extinct","holdover",1,1,1,1,1,33,29,-33,-29,0,4,4,31,3.5,4,3,1,0.5,10,"Strophomenida","Strophomenidae",-Inf,8,3.25,4,1,0,0,0,2,1,1,1,1,9,4,2,4,22.12916667,22.12916667,11.11666667,25.99583333,25.99583333,10.18333333
"Cremnorthis",1,457,0,1,"survive","origination",2,2,0,2,0,48,19,-48,-19,29,29,29,34,4,5,3,2,0,2006.45759816831,"Orthida","Cremnorthidae",-Inf,31.5,3.84425403225806,29,0,0,0,0,12,1,1,1,1,26,29,32,29,26.25,9.566666667,11.466666667,28.78333333,15.56666667,9.86666667
"Cremnorthis",10,446.3,0,0,"survive","holdover",2,1,0,1,1,43,39,-43,-39,4,4,4,41,4,5,3,2,10.7,10,"Orthida","Cremnorthidae",-Inf,20.5,3.91875,4,0,0,0,0,12,2,2,1,1,1,4,21,4,10.9125,10.9125,9.729166667,16.9125,16.9125,9.72916667
"Cremnorthis",11,446,0,0,"survive","holdover",1,1,1,1,1,43,39,-43,-39,0,4,4,41,4,5,3,2,11,10,"Orthida","Cremnorthidae",-Inf,1,4,4,0,0,0,0,12,1,1,1,1,1,4,21,4,10.9125,10.9125,9.729166667,16.9125,16.9125,9.72916667
"Cremnorthis",12,445.6,1,0,"extinct","holdover",1,1,1,1,1,43,39,-43,-39,0,4,4,41,4,5,3,2,11.4,10,"Orthida","Cremnorthidae",-Inf,1,4,4,0,0,0,0,12,1,1,1,1,1,4,21,4,10.9125,10.9125,9.729166667,16.9125,16.9125,9.72916667
"Cremnorthis",2,453,0,0,"survive","holdover",1,2,0,1,1,48,31,-48,-31,17,17,17,41,4,5,3,2,4,1706.45668001002,"Orthida","Cremnorthidae",-Inf,24,3.90277777777778,17,0,0,0,0.333333333333333,12,1,1,1,1,10,17,55,17,20.2125,20.2125,22.1125,24.47916667,24.47916667,18.77916667
"Cremnorthis",3,449,0,0,"survive","holdover",2,3,0,2,0,48,19,-48,-19,29,29,29,33,4,5,3,2,8,2006.45759816831,"Orthida","Cremnorthidae",-Inf,34,3.92388118037913,29,0,0,0,1,12,2,1,2,1,26,29,55,29,26.25,20.2125,22.1125,28.78333333,24.47916667,18.77916667
"Cremnorthis",4,448.5,0,0,"survive","holdover",1,1,1,1,1,43,39,-43,-39,0,4,4,41,4,5,3,2,8.5,10,"Orthida","Cremnorthidae",-Inf,1,4,4,0,0,0,0,12,1,1,1,1,1,4,21,4,10.9125,10.9125,9.729166667,16.9125,16.9125,9.72916667
"Cremnorthis",5,448,0,0,"survive","holdover",1,1,1,1,1,43,39,-43,-39,0,4,4,41,4,5,3,2,9,10,"Orthida","Cremnorthidae",-Inf,1,4,4,0,0,0,0,12,1,1,1,1,1,4,21,4,10.9125,10.9125,9.729166667,16.9125,16.9125,9.72916667
"Cremnorthis",6,447.5,0,0,"survive","holdover",1,1,1,1,1,43,39,-43,-39,0,4,4,41,4,5,3,2,9.5,10,"Orthida","Cremnorthidae",-Inf,1,4,4,0,0,0,0,12,1,1,1,1,1,4,21,4,10.9125,10.9125,9.729166667,16.9125,16.9125,9.72916667
"Cremnorthis",7,447.2,0,0,"survive","holdover",2,2,0,2,0,43,19,-43,-19,24,24,24,31,4,5,3,2,9.80000000000001,1552.08302128276,"Orthida","Cremnorthidae",-Inf,44.5,3.94318181818182,24,0,0,0,0,12,2,1,2,1,26,24,21,24,26.25,10.9125,9.729166667,28.78333333,16.9125,9.72916667
"Cremnorthis",8,446.8,0,0,"survive","holdover",2,2,0,2,0,43,19,-43,-19,24,24,24,31,4,5,3,2,10.2,1552.08302128276,"Orthida","Cremnorthidae",-Inf,44.5,3.94318181818182,24,0,0,0,0,12,2,1,2,1,26,24,21,24,26.25,10.9125,9.729166667,28.78333333,16.9125,9.72916667
"Cremnorthis",9,446.5,0,0,"survive","holdover",2,2,0,2,0,43,19,-43,-19,24,24,24,31,4,5,3,2,10.5,1552.08302128276,"Orthida","Cremnorthidae",-Inf,44.5,3.94318181818182,24,0,0,0,0,12,2,1,2,1,26,24,21,24,26.25,10.9125,9.729166667,28.78333333,16.9125,9.72916667
"Crozonorthis",1,457,1,1,"extinct","origination",1,1,1,1,1,76,72,-76,-72,0,4,4,74,3.5,4,3,1,0,10,"Orthida","Platyorthidae",-Inf,8,3.5,4,0,0,0,0,1,0,0,0,0,0,4,0,10,-0.275,-0.275,1.725,5.525,5.525,4.333333333
"Cyclocoelia",4,448.5,0,1,"survive","origination",3,1,0,1,1,23,19,-23,-19,4,4,4,21,3.5,5,2,3,0,10,"Orthida","Cyclocoeliidae",-Inf,26,3.61538461538462,4,1,0,0,0,2,3,0,1,0,8,4,0,4,26.25,26.25,4.07083333,28.78333333,28.78333333,3.5375
"Cyclocoelia",5,448,1,0,"extinct","holdover",3,1,0,1,1,23,19,-23,-19,4,4,4,21,3.5,5,2,3,0.5,10,"Orthida","Cyclocoeliidae",-Inf,23,3.60869565217391,4,1,0,0,0,2,3,0,1,0,8,4,0,4,26.25,26.25,4.07083333,28.78333333,28.78333333,3.5375
"Cyclospira",1,457,0,1,"survive","origination",6,8,0,6,0,48,0,-48,20,68,68,48,15,4.5,6,3,3,0,11637.9304018352,"Atrypida","Dayiidae",-Inf,23,4.01021171863563,48,0.272727272727273,1,0.454545454545455,0.181818181818182,17,1,1,1,1,25,48,32,48,27.25,9.566666667,11.466666667,31.76666667,15.56666667,9.86666667
"Cyclospira",10,446.3,0,0,"survive","holdover",9,12,0,6,0,43,1,-43,18,61,61,42,27,4.5,6,3,3,10.7,7904.76639476296,"Atrypida","Dayiidae",-Inf,19,4.12323780098018,42,0.0526315789473684,1,0.210526315789474,0,17,8,4,4,3,35,43,50,43,27.25,10.991666667,21.954166667,30.79166667,16.99166667,19.55416667
"Cyclospira",11,446,0,0,"survive","holdover",9,12,0,6,0,43,1,-43,18,61,61,42,25,4.5,6,3,3,11,7904.76639476296,"Atrypida","Dayiidae",-Inf,11,4.14194235904912,42,0.0588235294117647,1,0.235294117647059,0,17,8,4,4,3,35,43,50,43,27.25,10.991666667,21.954166667,30.79166667,16.99166667,19.55416667
"Cyclospira",12,445.6,0,0,"survive","holdover",9,12,0,6,0,43,1,-43,18,61,61,42,25,4.5,6,3,3,11.4,7904.76639476296,"Atrypida","Dayiidae",-Inf,10,4.14839070695268,42,0.0588235294117647,1,0.235294117647059,0.411764705882353,17,8,4,4,3,35,43,50,43,27.25,10.991666667,21.954166667,30.79166667,16.99166667,19.55416667
"Cyclospira",13,444.6,0,0,"survive","holdover",1,1,1,1,1,43,39,-43,-39,0,4,4,41,4.5,6,3,3,12.4,10,"Atrypida","Dayiidae",-Inf,21,3.64285714285714,4,0,0,0,0,17,1,1,1,1,1,4,21,4,10.9125,10.9125,9.729166667,16.9125,16.9125,9.72916667
"Cyclospira",14,443.7,0,0,"survive","holdover",2,2,0,1,1,43,37,-43,-37,6,6,6,40,4.5,6,3,3,13.3,174.262658716427,"Atrypida","Dayiidae",-Inf,20,3.66540404040404,6,0,0,0,1,17,2,2,1,1,2,6,23,6,11.7375,10.9125,10.120833333,17.60416667,16.9125,9.9875
"Cyclospira",15,442.1,0,0,"survive","holdover",1,1,1,1,1,13,9,9,13,0,4,4,11,4.5,6,3,3,14.9,10,"Atrypida","Dayiidae",-Inf,8,3.9375,4,0,1,1,0,17,0,0,0,0,0,4,0,4,27.18333333,27.18333333,1.80833333,31.425,31.425,2.34166667
"Cyclospira",16,440.5,0,0,"survive","holdover",1,1,1,1,1,13,9,9,13,0,4,4,11,4.5,6,3,3,16.5,10,"Atrypida","Dayiidae",-Inf,8,3.9375,4,0,1,1,0,17,0,0,0,0,0,4,0,4,27.18333333,27.18333333,1.80833333,31.425,31.425,2.34166667
"Cyclospira",17,439,1,0,"extinct","holdover",1,1,1,1,1,13,9,9,13,0,4,4,11,4.5,6,3,3,18,10,"Atrypida","Dayiidae",-Inf,8,3.9375,4,0,1,1,0,17,0,0,0,0,0,4,0,4,27.18333333,27.18333333,1.80833333,31.425,31.425,2.34166667
"Cyclospira",2,453,0,0,"survive","holdover",5,6,0,4,0,20,0,-14,20,34,34,20,10,4.5,6,3,3,4,10051.2178465699,"Atrypida","Dayiidae",-Inf,4,4.22306397306397,20,0.555555555555556,1,0.444444444444444,0,17,2,0,2,0,7,20,0,20,27.21666667,26.73333333,3.23333333,31.76666667,29.13333333,4.83333333
"Cyclospira",3,449,0,0,"survive","holdover",11,11,0,7,0,42,0,-42,20,62,62,42,16,4.42857142857143,6,3,3,8,9719.80461878986,"Atrypida","Dayiidae",-Inf,19,4.05900248584489,42,0.19047619047619,1,0.19047619047619,0.857142857142857,17,9,2,4,2,33,42,47,42,27.25,10.991666667,9.591666667,31.76666667,16.99166667,9.59166667
"Cyclospira",4,448.5,0,0,"survive","holdover",7,9,0,6,0,42,1,-42,18,60,60,41,20,4.5,6,3,3,8.5,7891.35103359272,"Atrypida","Dayiidae",-Inf,9,4.18484181978615,41,0.230769230769231,1,0.461538461538462,0,17,6,3,4,3,35,42,48,42,27.25,10.991666667,13.525,31.08333333,16.99166667,12.45833333
"Cyclospira",5,448,0,0,"survive","holdover",7,9,0,6,0,42,1,-42,18,60,60,41,20,4.5,6,3,3,9,7891.35103359272,"Atrypida","Dayiidae",-Inf,9,4.17579165657884,41,0.142857142857143,1,0.428571428571429,0,17,6,2,4,3,35,42,48,42,27.25,10.991666667,13.15,31.08333333,16.99166667,12.08333333
"Cyclospira",6,447.5,0,0,"survive","holdover",7,9,0,6,0,42,1,-42,18,60,60,41,21,4.5,6,3,3,9.5,7891.35103359272,"Atrypida","Dayiidae",-Inf,10,4.18783513270355,41,0.133333333333333,1,0.4,0.0666666666666667,17,6,2,4,3,35,42,48,42,27.25,10.991666667,13.15,31.08333333,16.99166667,12.08333333
"Cyclospira",7,447.2,0,0,"survive","holdover",6,7,0,5,0,42,7,-42,18,60,60,35,23,4.5,6,3,3,9.80000000000001,7799.60509503174,"Atrypida","Dayiidae",-Inf,14,4.17091254262307,35,0.0833333333333333,1,0.333333333333333,0.0833333333333333,17,5,2,3,3,35,42,48,42,27.25,10.991666667,13.15,31.70833333,16.99166667,12.08333333
"Cyclospira",8,446.8,0,0,"survive","holdover",6,5,0,3,0,42,13,-42,18,60,60,29,24,4.5,6,3,3,10.2,7244.04546613619,"Atrypida","Dayiidae",-Inf,22.5,4.11461886067149,29,0,1,0.3,0,17,5,2,2,2,35,42,48,42,27.25,10.991666667,9.591666667,29.98333333,16.99166667,9.59166667
"Cyclospira",9,446.5,0,0,"survive","holdover",6,7,0,4,0,43,13,-43,18,61,61,30,26,4.5,6,3,3,10.5,7244.04546613619,"Atrypida","Dayiidae",-Inf,24,4.01646603965962,30,0,1,0.25,0,17,5,2,3,3,35,43,50,43,27.25,10.991666667,21.954166667,29.98333333,16.99166667,19.55416667
"Cyclospirinae",17,439,1,1,"extinct","origination",1,1,1,1,1,8,4,4,8,0,4,4,6,3,4,2,2,0,10,"Atrypida","Lissatrypidae",-Inf,13,3.34615384615385,4,0,1,1,0,1,0,0,0,0,0,12,0,4,26.96666667,26.96666667,2.63333334,31.76666667,31.76666667,3.83333334
"Cyrtia",21,433.4,0,1,"survive","origination",1,1,1,1,1,28,24,-28,-24,0,4,4,26,3,3,3,0,0,10,"Spiriferida","Cyrtiidae",-Inf,25,3.5,4,1,0,0,0,3,1,0,1,0,23,4,0,4,24.65,24.65,6.61666667,27.85,27.85,6.08333333
"Cyrtia",22,430.8,0,0,"survive","holdover",1,1,1,1,1,28,24,-28,-24,0,4,4,26,3,3,3,0,2.59999999999997,10,"Spiriferida","Cyrtiidae",-Inf,25,3.5,4,1,0,0,0,3,1,0,1,0,23,4,0,4,24.65,24.65,6.61666667,27.85,27.85,6.08333333
"Cyrtia",23,428.2,1,0,"extinct","holdover",2,2,0,2,0,28,20,-28,-20,8,8,8,24,3.25,4,3,1,5.19999999999999,1539.34858036204,"Spiriferida","Cyrtiidae",-Inf,20,3.42857142857143,8,0.5,0,0,0,3,2,0,2,0,23,8,0,8,26,24.65,6.61666667,28.66666667,27.85,6.08333333
"Cyrtonotella",1,457,0,1,"survive","origination",9,4,0,1,1,24,18,-24,-18,6,6,6,21,4.35,5,3,2,0,2787.00493310984,"Orthida","Nanorthidae",-Inf,98,3.88734366834225,6,0.2,0,0,0,3,9,0,1,0,12,6,0,6,26.5,26,4.9,28.9,28.66666667,4.23333333
"Cyrtonotella",2,453,0,0,"survive","holdover",1,1,1,1,1,22,18,-22,-18,0,4,4,20,3,3,3,0,4,10,"Orthida","Nanorthidae",-Inf,8,4,4,0,0,0,0,3,1,0,1,0,5,4,0,4,26.5,26.5,3.625,28.9,28.9,3.09166667
"Cyrtonotella",3,449,1,0,"extinct","holdover",1,1,1,1,1,23,19,-23,-19,0,4,4,21,4.5,5,4,1,8,10,"Orthida","Nanorthidae",-Inf,86,4.01744186046512,4,0,0,0,1,3,1,0,1,0,8,4,0,4,26.25,26.25,4.07083333,28.78333333,28.78333333,3.5375
"Dactylogonia",1,457,0,1,"survive","origination",17,8,0,4,0,61,1,-61,13,74,74,60,22,3.92592592592593,5,3,2,0,11531.823999561,"Strophomenida","Strophomenidae",-Inf,58,3.81127652042821,60,0.148148148148148,1,0.037037037037037,0.0740740740740741,13,13,1,2,1,33,60,62,89,27.18333333,1.0375,10.9,31.425,9.8375,9.83333333
"Dactylogonia",10,446.3,0,0,"survive","holdover",1,2,0,2,0,57,22,-57,-22,35,35,35,40,4,5,3,2,10.7,4724.60701807017,"Strophomenida","Strophomenidae",-Inf,10.5,3.83552631578947,35,0,0,0,0,13,1,0,1,0,21,35,0,68,25.525,1.5875,5.83333333,28.45833333,11.454166667,7.691666667
"Dactylogonia",11,446,0,0,"survive","holdover",1,2,0,2,0,57,22,-57,-22,35,35,35,40,4,5,3,2,11,4724.60701807017,"Strophomenida","Strophomenidae",-Inf,10.5,3.83552631578947,35,0,0,0,0,13,1,0,1,0,21,35,0,68,25.525,1.5875,5.83333333,28.45833333,11.454166667,7.691666667
"Dactylogonia",12,445.6,0,0,"survive","holdover",1,2,0,2,0,57,22,-57,-22,35,35,35,40,4,5,3,2,11.4,4724.60701807017,"Strophomenida","Strophomenidae",-Inf,10.5,3.83552631578947,35,0,0,0,0.5,13,1,0,1,0,21,35,0,68,25.525,1.5875,5.83333333,28.45833333,11.454166667,7.691666667
"Dactylogonia",13,444.6,1,0,"extinct","holdover",1,1,1,1,1,57,53,-57,-53,0,4,4,55,4,5,3,2,12.4,10,"Strophomenida","Strophomenidae",-Inf,10,3.3,4,0,0,0,0,13,0,0,0,0,0,4,0,37,1.5875,1.5875,3.5875,11.454166667,11.454166667,7.691666667
"Dactylogonia",2,453,0,0,"survive","holdover",5,3,0,2,0,24,1,-24,-1,23,23,23,18,3.6,5,3,2,4,8231.05310094273,"Strophomenida","Strophomenidae",-Inf,24,3.78004201680672,23,0,0,0,0,13,5,0,2,0,12,23,0,23,26.79166667,26,4.65,30.79166667,28.66666667,4.68333334
"Dactylogonia",3,449,0,0,"survive","holdover",4,3,0,2,0,25,1,-25,-1,24,24,24,19,4,5,3,2,8,8231.05310094273,"Strophomenida","Strophomenidae",-Inf,37,3.96780012345671,24,0,0,0,0.857142857142857,13,4,0,2,0,18,24,0,24,26.79166667,26,5.72916667,30.79166667,28.66666667,4.92916666
"Dactylogonia",4,448.5,0,0,"survive","holdover",2,2,0,1,1,26,18,-26,-18,8,8,8,22,4,5,3,2,8.5,582.754024306006,"Strophomenida","Strophomenidae",-Inf,27.5,4.04385964912281,8,0,0,0,0,13,2,0,1,0,21,8,0,8,26.5,25.525,5.83333333,28.9,28.45833333,5.3
"Dactylogonia",5,448,0,0,"survive","holdover",2,2,0,1,1,26,18,-26,-18,8,8,8,22,4,5,3,2,9,582.754024306006,"Strophomenida","Strophomenidae",-Inf,31,4.05354957160343,8,0,0,0,0,13,2,0,1,0,21,8,0,8,26.5,25.525,5.83333333,28.9,28.45833333,5.3
"Dactylogonia",6,447.5,0,0,"survive","holdover",2,2,0,1,1,26,18,-26,-18,8,8,8,22,4,5,3,2,9.5,582.754024306006,"Strophomenida","Strophomenidae",-Inf,33.5,4.03344298245614,8,0,0,0,0,13,2,0,1,0,21,8,0,8,26.5,25.525,5.83333333,28.9,28.45833333,5.3
"Dactylogonia",7,447.2,0,0,"survive","holdover",1,2,0,2,0,57,22,-57,-22,35,35,35,40,4,5,3,2,9.80000000000001,4724.60701807017,"Strophomenida","Strophomenidae",-Inf,10.5,3.83552631578947,35,0,0,0,0,13,1,0,1,0,21,35,0,68,25.525,1.5875,5.83333333,28.45833333,11.454166667,7.691666667
"Dactylogonia",8,446.8,0,0,"survive","holdover",1,2,0,2,0,57,22,-57,-22,35,35,35,40,4,5,3,2,10.2,4724.60701807017,"Strophomenida","Strophomenidae",-Inf,10.5,3.83552631578947,35,0,0,0,0,13,1,0,1,0,21,35,0,68,25.525,1.5875,5.83333333,28.45833333,11.454166667,7.691666667
"Dactylogonia",9,446.5,0,0,"survive","holdover",1,2,0,2,0,57,22,-57,-22,35,35,35,40,4,5,3,2,10.5,4724.60701807017,"Strophomenida","Strophomenidae",-Inf,10.5,3.83552631578947,35,0,0,0,0,13,1,0,1,0,21,35,0,68,25.525,1.5875,5.83333333,28.45833333,11.454166667,7.691666667
"Dalejina",17,439,0,1,"survive","origination",1,1,1,1,1,25,21,-25,-21,0,4,4,23,3,3,3,0,0,10,"Orthida","Rhipidomellidae",-Inf,19,3.57894736842105,4,1,0,0,0,6,1,0,1,0,18,4,0,4,25.7625,25.7625,5.24166667,28.5625,28.5625,4.70833333
"Dalejina",18,438,0,0,"survive","holdover",1,1,1,1,1,4,0,0,4,0,4,4,2,3,3,3,0,1,10,"Orthida","Rhipidomellidae",-Inf,5,3.4,4,0,1,1,0,6,1,0,1,0,7,4,0,4,26.73333333,26.73333333,3.23333333,30.33333333,30.33333333,4.83333333
"Dalejina",20,436,0,0,"survive","holdover",2,1,0,1,1,24,20,-24,-20,4,4,4,22,3,3,3,0,3,10,"Orthida","Rhipidomellidae",-Inf,46,3.65217391304348,4,0,0,0,0,6,2,0,1,0,12,4,0,4,26,26,4.65,28.66666667,28.66666667,4.11666667
"Dalejina",21,433.4,0,0,"survive","holdover",6,5,0,3,0,29,10,-28,29,57,57,19,21,3,3,3,0,5.60000000000002,5239.90864199717,"Orthida","Rhipidomellidae",-Inf,7,3.38444567015996,19,0.428571428571429,1,0.142857142857143,0,6,4,1,3,1,24,19,2,19,27.21666667,24.14583333,7.72916667000001,31.08333333,27.47916667,6.79583333
"Dalejina",22,430.8,0,0,"survive","holdover",5,5,0,3,0,29,16,-28,29,57,57,13,23,3,3,3,0,8.19999999999999,5151.46224879399,"Orthida","Rhipidomellidae",-Inf,16,3.39880952380952,13,0.333333333333333,1,0.166666666666667,0,6,4,1,3,1,24,13,2,13,27,24.14583333,7.72916667000001,29.13333333,27.47916667,6.79583333
"Dalejina",23,428.2,1,0,"extinct","holdover",3,4,0,3,0,29,16,-28,29,57,57,13,24,3,3,3,0,10.8,4336.00720630061,"Orthida","Rhipidomellidae",-Inf,4,3.28125,13,0.5,1,0.25,0,6,2,1,2,1,24,13,2,13,27,24.14583333,7.72916667000001,29.13333333,27.47916667,6.79583333
"Dalmanella",1,457,0,1,"survive","origination",6,5,0,3,0,48,10,-48,-10,38,38,38,25,3.35714285714286,5,2,3,0,7540.38146347003,"Orthida","Dalmanellidae",-Inf,32,3.62015761083271,38,0.142857142857143,0,0,0.142857142857143,20,4,2,2,2,29,38,52,38,27.21666667,9.566666667,13.525,31.08333333,15.56666667,12.45833333
